IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
84,8.58,5,1,2,7,4,0
109,6.32,7,1,7,9,1,0
97,8.93,6,0,5,4,1,0
90,5.19,8,1,9,5,5,0
100,6.4,8,0,8,4,3,0
106,6.87,4,0,1,2,5,0
93,4.99,1,1,8,6,3,0
119,5.72,7,1,9,5,3,0
82,6.14,10,0,6,3,5,0
95,7.62,8,0,9,9,5,0
91,6.21,1,1,4,4,5,0
105,9.29,10,1,9,6,1,0
98,7.62,7,1,7,8,4,0
90,5.9,3,0,4,9,1,0
97,5.06,9,0,4,9,2,0
79,4.81,10,1,3,8,3,0
87,9.56,9,0,1,4,0,0
121,7.42,7,0,1,5,0,0
87,7.66,2,1,5,6,5,0
124,7.37,9,0,2,6,3,0
108,8.91,2,1,10,9,0,0
90,6.78,7,0,4,3,1,0
93,6.99,2,1,5,9,0,0
113,7.2,7,0,8,6,2,0
94,6.09,9,1,0,8,5,0
78,6.38,3,0,1,5,3,0
104,9.12,10,1,9,7,1,0
108,7.68,3,0,10,7,3,0
88,8.38,5,1,9,1,1,0
109,9.74,9,1,4,9,0,0
102,8.12,6,0,5,1,3,0
106,8.34,6,1,9,1,4,0
106,7.59,2,1,9,10,1,0
78,8.51,6,0,3,4,2,0
86,6.68,4,0,8,8,1,0
111,5.38,7,1,8,3,3,0
107,7.15,3,0,3,1,2,0
110,9.34,1,1,0,3,1,0
92,8.26,4,0,9,2,4,0
105,8.27,8,1,8,5,1,0
96,4.87,5,1,6,10,1,0
99,7.26,6,0,0,8,3,0
108,6.67,3,1,9,7,2,0
88,9.07,6,0,5,4,5,0
89,9.62,10,0,1,7,0,0
98,6.75,1,0,9,1,2,0
85,7.31,6,0,10,4,1,0
103,6.15,2,1,0,9,0,0
78,8.88,7,0,7,1,3,0
94,8.2,8,0,0,3,2,0
97,8.96,5,0,8,7,3,0
100,5.4,6,1,7,2,3,0
101,7.48,7,1,4,1,4,0
109,5.99,9,1,4,5,0,0
96,6.19,4,0,5,10,1,0
89,5.46,3,0,8,3,0,0
82,6.61,1,0,3,2,2,0
65,9.09,2,0,4,7,5,0
124,6.56,5,0,2,5,1,0
95,5.04,7,0,5,9,1,0
102,6.88,4,1,3,1,4,0
95,6.78,7,0,6,4,0,0
82,7.85,7,0,7,8,2,0
107,6.42,6,0,2,10,4,0
77,5.32,7,1,0,10,2,0
66,7.88,6,0,3,3,5,0
112,6.89,8,1,3,5,0,0
84,7.04,5,1,10,6,1,0
87,6.25,9,1,3,4,1,0
130,5.32,5,1,9,10,1,0
76,7.45,6,1,1,4,4,0
62,7.53,1,0,9,10,5,0
118,7.89,9,1,8,4,3,0
104,6.84,2,1,10,3,0,0
77,8.89,9,1,2,7,3,0
112,7.2,10,1,6,1,5,0
107,7.56,3,0,3,7,1,0
91,6.25,2,0,6,1,0,0
102,5.33,10,1,3,8,0,0
95,7.07,7,1,0,8,3,0
103,6.22,3,0,6,6,5,0
92,7.83,9,1,1,7,5,0
113,5.94,2,0,7,6,3,0
68,7.95,1,1,1,5,0,0
83,5.07,9,1,1,2,2,0
97,8.22,2,0,8,10,1,0
104,7.84,9,1,2,5,5,0
108,9.49,10,1,5,1,0,0
85,5.61,9,0,10,5,4,0
67,5.78,10,0,5,7,1,0
138,5.94,3,0,2,8,1,0
118,7.87,7,0,7,2,2,0
92,8.56,1,0,2,6,5,0
108,6.26,5,0,7,1,5,0
100,6.22,9,1,10,10,0,0
76,7.93,7,0,10,5,1,0
96,7.99,5,0,3,6,2,0
96,8.15,4,1,2,2,1,0
98,9.47,4,1,3,2,1,0
95,9.51,9,1,6,9,0,0
83,7.21,9,0,7,1,1,0
70,7.27,7,0,9,5,1,0
105,9.34,8,1,6,3,3,0
103,8.57,5,0,1,6,3,0
109,7.31,8,1,5,5,4,0
107,5.26,4,1,1,7,0,0
99,9.35,8,1,3,2,2,0
94,6.16,10,0,0,8,5,0
113,7.51,8,1,8,1,3,0
77,6.72,9,0,1,7,2,0
92,9.5,4,1,8,8,0,0
90,7.04,3,0,8,9,3,0
92,6.29,9,1,8,7,4,0
91,4.89,9,1,6,10,5,0
101,6.21,5,1,3,3,5,0
77,6.91,7,0,6,10,0,0
86,7.83,6,1,8,7,0,0
78,9.46,1,0,4,7,1,0
79,7.07,1,1,2,8,3,0
98,6.44,2,0,10,9,5,0
79,7.04,7,0,1,5,5,0
114,6.17,4,0,3,2,0,0
104,8.28,4,0,3,5,0,0
105,8.94,3,0,8,5,1,0
110,4.94,8,0,10,7,2,0
105,9.29,6,1,3,4,3,0
113,8.6,4,1,7,5,1,0
85,5.68,4,0,9,7,4,0
108,9.2,2,1,7,4,2,0
100,6.55,5,1,9,4,3,0
89,6.06,4,1,7,8,4,0
94,5.23,3,0,10,2,3,0
108,7.13,8,1,8,8,2,0
108,7.65,4,0,6,9,5,0
98,7.91,3,0,1,7,3,0
76,5.12,3,1,9,9,4,0
114,7.01,5,0,2,7,2,0
79,7.07,6,0,9,9,1,0
118,6.47,3,1,10,3,2,0
125,7.39,3,0,3,3,0,0
109,8.76,1,1,9,2,0,0
80,7.81,9,0,2,3,1,0
97,7.09,7,0,8,3,1,0
97,7.24,8,0,4,5,2,0
136,6.04,1,1,10,6,4,0
83,8.95,1,0,2,3,4,0
98,7.35,5,0,3,8,2,0
57,9.69,4,0,5,7,4,0
85,6.94,9,0,8,7,0,0
99,7.43,3,0,5,7,3,0
105,5.62,7,0,8,3,3,0
104,9.19,9,1,9,3,0,0
93,7.26,4,1,10,1,0,0
98,7.77,4,0,2,5,3,0
101,5.13,2,0,10,5,1,0
108,8.37,4,0,4,9,0,0
76,7.0,8,0,4,5,2,0
83,9.1,8,0,10,5,0,0
119,5.72,8,0,6,5,3,0
104,6.92,1,1,3,6,0,0
116,8.15,8,0,9,5,1,0
103,9.19,1,1,3,3,1,0
83,6.06,1,0,8,9,0,0
114,6.44,4,0,9,2,3,0
52,9.36,8,0,10,6,4,0
85,5.65,2,1,7,8,2,0
98,6.69,8,1,2,8,4,0
92,6.09,7,1,1,8,4,0
96,7.06,1,0,4,2,1,0
110,7.58,5,1,2,7,3,0
92,9.26,1,1,4,6,5,0
89,8.98,6,0,1,6,3,0
125,5.96,9,0,8,7,2,0
103,9.69,5,1,9,7,5,0
97,9.07,5,1,0,4,2,0
94,7.3,5,0,1,10,0,0
129,8.41,9,1,3,7,0,0
128,6.85,5,1,6,10,0,0
95,9.48,1,0,9,6,4,0
87,8.97,8,1,6,7,2,0
108,5.36,10,1,2,10,2,0
104,8.99,10,1,2,6,3,0
93,7.97,2,0,1,6,0,0
94,4.91,8,0,9,4,0,0
84,9.15,2,1,1,4,2,0
107,5.32,4,1,4,8,1,0
89,4.91,8,1,9,6,2,0
81,7.13,8,1,4,1,4,0
101,8.5,5,0,9,2,0,0
91,9.42,7,0,5,1,5,0
100,9.34,3,1,9,7,0,0
96,7.99,6,0,10,9,4,0
92,7.31,6,0,5,4,0,0
92,9.87,8,0,0,5,4,0
90,6.09,8,1,8,7,2,0
108,6.18,7,0,5,10,4,0
73,7.0,2,0,3,7,5,0
114,6.37,5,0,4,5,1,0
82,8.59,2,1,10,4,3,0
89,10.05,9,1,8,1,0,0
105,6.79,6,0,5,1,3,0
117,6.57,8,1,0,1,0,0
86,4.96,1,0,2,1,0,0
96,6.99,4,0,9,5,4,0
97,9.56,1,1,7,5,0,0
113,9.43,2,1,1,5,1,0
105,9.44,9,0,1,2,1,0
118,5.58,7,0,4,7,0,0
89,5.93,3,0,5,3,0,0
94,6.15,9,0,6,8,0,0
109,9.71,9,1,6,5,0,0
90,5.65,6,1,6,9,0,0
111,8.84,5,1,5,6,1,0
93,5.32,6,0,6,10,3,0
106,7.67,10,0,10,6,4,0
118,6.76,7,1,4,5,5,0
72,5.61,2,0,9,6,2,0
102,7.3,2,1,6,8,4,0
111,7.47,1,1,7,7,0,0
102,6.39,10,0,0,6,5,0
107,5.89,5,0,4,6,0,0
113,7.35,10,0,2,4,3,0
84,6.08,4,0,7,8,2,0
104,5.68,1,0,0,1,4,0
92,7.26,3,1,6,6,2,0
116,7.35,8,1,9,7,1,0
71,6.96,8,0,8,6,5,0
73,8.53,1,1,8,5,0,0
103,6.24,5,0,2,10,0,0
110,8.48,5,0,5,3,4,0
92,9.15,3,1,4,6,5,0
131,6.06,2,0,5,4,2,0
83,7.08,3,1,4,10,0,0
113,5.56,6,0,2,3,2,0
94,5.71,2,1,9,9,5,0
99,6.69,9,0,9,2,5,0
108,9.86,7,1,4,3,1,0
114,7.68,8,1,6,6,5,0
97,6.39,8,0,3,2,4,0
85,7.17,10,0,0,10,4,0
108,6.85,4,1,4,5,1,0
97,7.42,5,0,0,9,2,0
103,5.89,8,1,1,6,2,0
97,7.96,5,1,3,5,5,0
96,10.16,1,0,0,1,2,0
101,8.26,1,0,3,10,0,0
88,6.62,9,0,8,10,2,0
138,7.3,2,0,0,2,0,0
87,6.32,10,0,7,2,0,0
123,7.51,4,0,0,9,1,0
98,10.2,3,1,5,1,0,0
107,5.42,1,0,10,9,4,0
90,9.69,8,0,0,6,2,0
104,7.94,10,0,8,3,1,0
119,6.01,2,0,4,9,0,0
94,9.3,5,0,2,4,0,0
109,4.61,4,0,10,10,5,0
119,5.85,9,1,3,6,1,0
100,8.52,9,1,1,10,1,0
103,6.06,5,0,6,1,5,0
93,5.98,6,1,3,9,1,0
110,7.07,7,0,3,6,1,0
106,8.21,10,0,5,1,3,0
102,8.17,4,1,5,6,1,0
70,5.32,10,0,8,1,2,0
78,7.87,6,0,10,2,4,0
79,8.27,7,1,2,6,5,0
95,6.76,10,1,5,2,4,0
99,6.4,6,1,1,3,0,0
84,7.28,2,1,1,2,5,0
97,9.59,4,1,9,2,5,0
95,7.14,10,1,4,5,5,0
71,8.23,9,0,3,5,4,0
97,6.97,5,1,1,6,5,0
99,5.56,3,1,10,1,0,0
94,9.72,3,0,9,7,3,0
103,5.83,1,0,3,7,0,0
116,5.45,1,0,2,1,2,0
106,7.47,10,1,6,6,3,0
79,7.89,1,0,7,8,1,0
119,5.42,5,1,10,2,5,0
81,7.63,7,0,5,3,5,0
70,7.79,1,0,2,6,1,0
104,5.4,10,0,6,10,0,0
108,9.17,9,1,8,5,4,0
111,5.8,5,0,4,2,0,0
107,7.52,5,1,9,4,2,0
78,9.59,2,0,2,7,1,0
106,6.19,6,0,10,9,0,0
86,4.74,5,0,2,7,1,0
70,5.36,2,0,0,9,5,0
98,9.47,5,1,7,4,4,0
105,8.96,7,0,9,8,0,0
95,8.36,3,1,6,4,0,0
80,8.88,5,0,10,4,2,0
127,5.34,6,1,2,4,2,0
89,7.97,3,0,8,5,2,0
106,7.96,6,1,6,9,5,0
107,7.67,1,0,8,3,5,0
75,6.76,2,0,4,4,5,0
85,6.65,5,0,7,1,4,0
87,6.34,4,0,0,3,5,0
88,9.46,10,0,8,1,0,0
82,6.96,7,1,7,6,3,0
97,7.92,6,0,3,4,1,0
114,5.08,9,1,7,7,0,0
94,7.57,4,0,9,6,3,0
108,8.17,6,0,7,5,3,0
94,10.22,10,0,2,1,3,0
86,8.24,1,0,8,9,1,0
105,4.97,6,0,8,4,2,0
90,6.07,9,0,1,3,0,0
121,5.01,4,0,5,5,0,0
76,4.77,6,1,3,5,1,0
100,9.24,4,1,1,3,2,0
92,6.65,3,1,1,7,2,0
108,7.78,7,0,5,8,2,0
78,7.15,3,1,6,1,3,0
101,6.89,8,0,4,1,3,0
111,8.72,7,1,9,2,1,0
100,9.01,7,1,6,7,2,0
68,5.96,1,0,2,2,4,0
114,5.76,4,0,2,2,4,0
87,9.84,10,1,8,7,5,0
91,7.23,8,1,7,9,3,0
124,7.22,2,1,6,1,1,0
68,7.2,3,1,9,9,0,0
103,8.13,3,1,4,6,3,0
96,6.04,6,0,5,9,5,0
117,6.42,5,0,8,5,3,0
103,9.91,1,0,4,2,4,0
101,7.55,2,1,4,10,2,0
82,6.06,5,0,5,4,5,0
84,7.71,2,0,0,3,0,0
96,6.46,3,1,9,5,0,0
104,6.71,2,1,10,3,4,0
113,6.41,10,1,6,8,1,0
97,8.25,2,0,6,4,4,0
77,5.72,4,0,9,6,2,0
104,5.54,4,0,5,5,3,0
115,6.3,3,1,0,10,0,0
107,5.91,5,1,4,9,1,0
96,5.57,7,0,5,9,4,0
86,5.8,5,0,0,10,4,0
85,9.59,6,0,8,5,5,0
81,7.53,3,1,8,3,4,0
104,7.98,10,0,7,8,0,0
100,8.74,8,0,5,3,3,0
70,6.39,7,0,10,8,3,0
103,7.22,7,1,10,2,0,0
92,6.55,3,0,2,1,4,0
85,7.12,10,1,9,10,3,0
107,7.66,8,1,7,8,5,0
101,5.89,6,0,1,10,0,0
104,6.88,2,1,6,2,3,0
130,6.48,2,0,7,1,0,0
106,7.28,4,0,3,6,0,0
94,9.37,6,0,10,2,0,0
91,7.12,6,0,0,1,2,0
109,9.14,4,0,4,1,0,0
108,6.15,5,1,3,9,5,0
67,8.61,1,0,4,2,4,0
83,6.61,7,1,0,7,3,0
78,6.72,9,1,0,10,2,0
109,7.72,8,0,0,8,3,0
95,4.63,3,1,7,2,4,0
100,4.94,9,1,8,10,0,0
95,8.49,1,1,10,3,4,0
105,8.06,6,0,3,3,2,0
81,6.34,2,0,1,4,1,0
106,9.89,2,1,5,5,4,0
89,9.08,5,1,3,3,5,0
81,6.58,8,0,1,2,4,0
95,7.57,6,0,3,3,4,0
102,8.61,3,0,6,10,0,0
103,5.62,7,0,9,6,3,0
86,8.86,1,0,10,5,2,0
108,5.86,5,0,8,5,2,0
106,6.71,2,0,4,9,4,0
105,9.23,6,0,8,2,3,0
105,6.72,2,0,10,9,2,0
96,5.7,4,0,4,9,4,0
92,8.32,7,0,0,3,3,0
95,6.16,10,0,2,10,2,0
86,8.75,4,0,9,2,4,0
101,9.45,2,0,2,7,2,0
123,7.39,4,0,2,5,0,0
102,9.86,6,0,6,9,0,0
103,7.02,5,0,7,5,5,0
72,5.99,9,1,5,7,4,0
81,7.73,10,0,5,7,1,0
108,4.7,6,0,8,7,3,0
96,8.13,3,1,4,5,3,0
105,8.39,8,1,1,2,2,0
87,5.9,9,0,1,1,0,0
119,5.26,7,0,9,5,5,0
57,4.91,10,0,9,7,0,0
117,7.42,8,0,1,8,1,0
80,8.7,6,1,0,3,2,0
105,8.3,5,1,10,2,3,0
95,10.01,3,0,4,9,0,0
86,7.83,6,1,8,1,3,0
87,10.29,6,1,10,5,1,0
112,7.42,10,0,8,2,2,0
90,8.61,3,0,8,6,4,0
94,9.36,9,1,8,6,1,0
112,5.92,1,1,1,6,4,0
108,6.6,6,0,6,2,0,0
80,9.35,6,1,5,5,4,0
101,6.13,6,1,10,10,2,0
120,8.44,4,1,9,7,1,0
122,7.04,1,1,7,9,0,0
110,6.6,8,1,4,4,0,0
100,5.69,8,1,8,8,3,0
105,6.1,1,0,0,6,4,0
76,8.7,10,1,8,1,1,0
119,5.38,6,0,3,7,4,0
96,7.15,6,1,9,4,3,0
95,5.73,2,1,2,1,1,0
101,6.9,4,1,4,7,4,0
76,8.62,9,0,8,1,2,0
110,8.99,2,0,3,2,4,0
102,9.83,2,1,9,6,4,0
107,7.72,8,0,0,5,1,0
105,5.41,6,1,7,10,0,0
110,6.93,6,0,8,8,2,0
88,6.11,6,1,8,4,2,0
110,6.17,5,0,9,1,2,0
91,6.58,5,0,1,5,3,0
124,7.23,8,0,4,7,3,0
92,6.43,1,0,2,6,5,0
69,9.8,7,0,10,1,0,0
67,6.08,4,1,9,10,2,0
78,6.32,4,1,10,7,0,0
76,5.93,6,0,5,8,0,0
93,7.19,4,1,2,10,0,0
121,5.27,9,0,7,3,2,0
92,6.99,10,0,6,8,5,0
87,7.42,7,1,6,7,2,0
135,9.28,9,1,3,1,1,0
104,6.27,10,0,9,2,0,0
90,7.72,6,0,1,1,2,0
88,9.22,9,1,1,4,3,0
81,7.94,8,1,10,5,0,0
115,7.26,9,0,4,2,2,0
107,6.26,5,0,2,10,5,0
102,7.14,9,1,4,10,0,0
95,6.08,9,0,9,2,2,0
108,5.72,2,0,1,3,4,0
94,4.84,4,0,1,3,5,0
102,7.32,10,1,8,4,3,0
108,8.15,3,1,3,4,5,0
114,9.65,2,0,9,2,1,0
104,7.21,10,0,1,8,5,0
77,9.89,2,1,7,3,1,0
78,7.2,6,0,5,6,0,0
88,7.51,9,1,10,2,1,0
101,5.02,7,1,6,5,3,0
122,5.99,8,1,1,3,2,0
92,6.9,8,0,7,5,4,0
97,6.8,1,0,9,2,5,0
99,6.97,9,0,5,4,4,0
90,10.25,1,0,4,1,4,0
119,7.77,6,1,8,4,5,0
104,6.99,3,0,8,4,5,0
73,5.13,9,0,9,8,2,0
77,8.64,7,0,2,4,1,0
104,9.73,5,1,10,5,3,0
79,8.37,3,0,8,1,5,0
93,6.25,8,0,6,10,1,0
105,8.95,8,0,10,4,5,0
88,8.24,4,0,1,9,0,0
88,7.53,8,0,9,5,4,0
113,5.39,7,0,10,10,0,0
101,6.49,1,1,0,2,1,0
73,5.47,1,0,2,8,2,0
103,8.94,1,1,8,2,0,0
87,6.35,8,0,9,8,0,0
62,7.51,7,1,7,8,0,0
137,7.56,4,1,9,1,2,0
91,6.43,4,0,3,7,5,0
106,8.0,7,1,2,3,1,0
113,4.87,1,0,9,1,5,0
117,8.23,9,0,9,6,1,0
103,6.85,4,0,3,2,4,0
104,8.08,8,1,2,7,2,0
111,7.18,4,1,10,1,0,0
85,6.27,10,1,0,2,1,0
84,7.06,9,0,4,9,4,0
78,8.6,8,0,9,5,5,0
119,7.5,5,1,8,7,0,0
72,8.67,7,0,8,1,1,0
90,9.6,4,1,7,5,5,0
79,5.21,5,1,6,3,3,0
57,5.97,2,0,1,7,0,0
89,8.48,1,1,4,5,3,0
93,6.53,7,1,3,1,5,0
84,7.55,2,0,3,1,0,0
99,6.23,3,1,4,5,1,0
98,5.61,7,0,8,8,3,0
103,7.99,10,0,3,4,0,0
86,6.13,9,0,1,1,2,0
83,8.31,9,0,6,7,0,0
118,6.78,9,1,6,2,4,0
88,7.22,9,0,5,9,5,0
101,9.2,8,0,7,4,5,0
97,9.39,3,0,4,2,5,0
85,7.92,10,0,4,2,1,0
73,5.27,2,1,8,4,1,0
51,7.43,8,0,4,9,2,0
101,9.79,7,0,4,9,1,0
99,7.97,6,1,7,1,0,0
81,9.54,6,0,9,3,1,0
97,9.24,2,1,10,2,4,0
95,8.04,5,1,9,1,4,0
104,6.75,4,1,5,9,5,0
96,7.06,4,0,5,6,1,0
106,6.06,3,1,5,5,0,0
95,9.18,1,1,0,3,4,0
73,8.92,1,0,5,4,4,0
100,7.7,9,0,0,6,3,0
97,5.7,3,1,10,5,1,0
108,9.37,1,0,8,3,4,0
108,5.95,10,0,8,7,4,0
88,7.5,2,0,10,10,4,0
110,5.47,6,1,4,3,2,0
103,9.42,7,1,10,3,4,0
95,5.82,2,0,6,4,0,0
109,9.06,7,0,2,7,4,0
105,8.39,5,0,5,6,1,0
75,5.25,2,1,5,6,4,0
86,5.73,7,0,2,1,0,0
77,5.25,1,0,3,10,1,0
80,7.49,9,0,3,1,3,0
84,6.82,7,0,6,1,2,0
106,7.15,1,1,8,2,0,0
131,7.46,9,1,8,3,3,0
105,8.36,2,0,2,1,2,0
105,10.09,5,1,8,5,3,0
99,6.71,1,0,9,10,5,0
111,9.37,4,0,5,6,0,0
99,6.13,10,1,10,6,1,0
73,8.69,3,1,5,1,5,0
99,4.99,4,0,9,6,0,0
124,7.96,3,0,8,3,1,0
100,10.11,6,0,5,1,5,0
116,5.34,4,1,4,8,1,0
132,7.58,4,0,0,1,0,0
82,6.19,6,0,0,10,3,0
83,8.12,4,1,6,1,3,0
68,9.08,8,1,8,7,2,0
62,8.21,4,0,0,4,4,0
107,8.66,6,1,5,10,0,0
87,6.73,2,1,3,3,5,0
92,10.0,4,1,7,5,4,0
95,6.92,9,1,1,9,0,0
109,6.55,6,0,1,9,0,0
102,10.19,6,1,4,2,1,0
106,9.55,10,0,7,1,3,0
90,5.74,3,1,3,10,5,0
104,6.77,7,1,7,2,1,0
99,7.57,5,0,1,7,0,0
118,6.98,7,0,5,6,1,0
102,8.2,9,1,4,8,0,0
91,5.76,4,0,9,8,5,0
105,8.45,10,0,5,4,2,0
90,9.66,8,1,6,3,4,0
104,6.61,2,1,2,7,2,0
104,8.29,10,1,10,7,0,0
109,8.81,1,1,1,2,1,0
105,9.44,4,1,0,4,4,0
88,7.51,4,1,7,3,0,0
102,4.87,10,0,5,10,4,0
82,8.45,7,1,7,3,4,0
119,4.7,8,0,8,2,3,0
129,5.13,10,1,1,7,5,0
86,8.53,9,0,4,2,3,0
108,6.32,3,0,4,8,1,0
103,6.8,4,1,5,3,5,0
109,10.1,3,0,3,1,0,0
92,5.79,9,1,1,7,4,0
111,8.17,1,0,5,2,0,0
116,7.0,6,1,0,1,4,0
106,6.45,2,1,1,7,4,0
93,5.4,9,0,7,10,0,0
99,5.22,6,1,5,9,1,0
83,5.27,10,1,2,5,1,0
92,6.11,4,0,4,9,1,0
102,5.17,2,0,10,10,5,0
113,9.23,5,0,6,3,0,0
94,8.29,7,1,6,4,4,0
87,6.62,5,1,9,10,1,0
76,9.87,4,0,2,7,4,0
81,5.21,3,0,0,8,5,0
93,7.42,6,0,7,10,2,0
73,7.68,8,0,7,1,0,0
90,4.75,2,0,1,10,5,0
128,5.94,10,0,0,10,1,0
136,7.76,10,0,10,7,3,0
109,4.94,5,1,9,3,4,0
93,8.31,4,0,0,2,5,0
90,8.45,2,0,2,4,5,0
84,8.29,6,0,7,3,2,0
91,9.72,6,0,8,8,1,0
76,5.02,9,0,4,10,2,0
90,5.56,6,1,1,7,0,0
88,8.17,2,0,1,7,0,0
83,8.3,7,1,0,7,3,0
118,6.26,10,0,3,9,0,0
70,5.05,2,0,8,5,4,0
77,5.12,6,1,1,10,1,0
99,9.68,2,1,8,10,0,0
98,6.88,5,1,5,3,2,0
101,5.09,2,1,6,4,4,0
110,8.08,3,0,10,8,1,0
99,8.37,5,1,10,10,0,0
102,7.59,1,0,3,9,3,0
72,5.74,9,0,6,7,3,0
104,5.99,7,0,2,2,4,0
84,6.07,4,1,0,9,4,0
122,7.74,3,0,8,2,3,0
125,7.6,1,0,9,3,4,0
104,7.93,7,1,9,2,5,0
108,5.93,9,1,0,10,2,0
79,6.56,10,0,3,1,1,0
89,7.61,9,1,2,1,2,0
90,7.46,9,1,8,3,0,0
103,8.42,2,1,10,3,1,0
91,6.77,3,0,0,2,4,0
109,6.15,8,0,2,1,3,0
106,6.31,10,1,7,1,0,0
72,7.01,1,0,6,4,3,0
99,9.26,2,0,3,2,2,0
104,5.67,10,1,8,8,4,0
83,6.75,10,0,1,2,4,0
88,10.01,1,1,6,5,3,0
109,6.6,9,1,1,5,0,0
103,5.92,6,1,4,1,5,0
105,9.12,1,1,1,2,1,0
85,7.86,9,1,9,10,2,0
108,9.27,7,0,8,3,4,0
114,6.89,10,0,3,1,3,0
98,6.77,2,0,10,7,3,0
101,5.43,10,1,6,5,1,0
87,7.97,2,1,2,8,3,0
113,7.28,9,1,7,4,5,0
91,7.33,2,0,5,4,3,0
77,5.67,7,1,0,2,0,0
100,8.7,4,1,3,2,3,0
81,5.34,2,1,0,10,1,0
78,9.5,6,1,6,6,1,0
92,5.68,10,1,6,9,4,0
62,8.59,3,1,2,3,4,0
88,6.97,5,0,6,10,1,0
111,7.39,10,0,5,7,4,0
116,6.68,3,0,5,1,2,0
91,6.3,4,0,1,10,0,0
93,7.75,10,0,8,10,5,0
99,5.53,9,1,8,8,1,0
80,7.86,3,1,0,6,1,0
111,10.33,10,0,2,3,1,0
92,5.29,6,0,8,4,2,0
125,7.04,1,0,8,6,1,0
86,8.78,2,0,10,4,5,0
115,7.36,9,0,10,1,1,0
69,6.46,5,0,2,8,5,0
100,7.58,3,0,5,8,0,0
87,8.58,5,0,1,3,5,0
102,8.79,5,1,5,7,5,0
85,7.8,2,0,9,8,4,0
103,8.23,7,0,5,5,1,0
116,7.47,5,1,1,3,0,0
89,9.81,5,1,6,3,4,0
85,9.63,5,0,7,4,1,0
104,7.48,9,1,1,1,2,0
116,5.33,6,0,10,2,2,0
103,7.13,9,0,7,6,2,0
91,6.96,3,0,8,9,5,0
100,5.65,2,1,0,8,3,0
103,5.0,8,0,7,10,5,0
103,5.97,7,0,0,3,4,0
110,9.06,7,0,7,7,0,0
96,5.82,5,1,10,5,2,0
86,7.36,2,0,9,4,1,0
84,6.26,9,1,7,9,4,0
95,6.22,7,0,1,5,2,0
86,7.08,10,0,7,8,5,0
113,6.15,7,1,6,6,1,0
123,5.29,5,1,0,6,4,0
102,4.8,1,1,6,3,4,0
95,7.0,4,0,8,9,5,0
107,8.62,4,1,3,6,1,0
92,5.42,2,0,0,9,4,0
92,5.83,3,0,3,1,4,0
86,8.25,6,0,2,8,0,0
111,5.71,6,0,4,10,1,0
84,9.24,9,0,5,7,1,0
128,8.39,9,0,4,3,1,0
114,7.11,1,1,3,4,1,0
105,6.99,2,1,5,2,4,0
103,8.48,3,1,0,2,4,0
128,8.02,6,0,6,7,0,0
115,7.42,4,1,8,1,5,0
87,7.81,1,0,5,2,1,0
88,5.39,10,0,9,2,5,0
102,8.32,2,0,2,7,3,0
86,5.93,10,0,9,8,5,0
98,7.2,2,0,5,10,1,0
94,6.43,6,1,0,4,1,0
105,5.92,2,0,9,5,5,0
63,9.06,10,0,10,6,4,0
102,7.86,7,1,9,7,5,0
96,9.27,2,1,4,7,3,0
91,7.74,6,1,5,6,3,0
68,10.1,5,0,1,4,1,0
109,7.79,2,0,8,5,1,0
74,5.59,9,0,1,9,5,0
127,6.13,8,0,9,1,3,0
139,8.74,1,0,6,2,0,0
83,5.07,4,1,8,3,1,0
110,9.2,5,1,10,4,3,0
96,9.03,2,1,0,6,4,0
109,5.6,3,1,3,9,1,0
104,8.67,9,0,5,10,1,0
105,5.65,1,0,8,2,5,0
108,9.68,7,0,4,4,4,0
78,5.97,8,0,5,5,0,0
90,5.31,5,0,4,1,5,0
70,7.54,4,1,7,1,3,0
120,5.47,3,0,9,6,0,0
89,6.68,6,0,5,3,1,0
86,7.36,10,0,10,7,0,0
114,6.58,1,0,9,4,0,0
119,5.52,10,0,3,4,4,0
83,5.96,6,1,0,4,5,0
114,7.91,9,0,5,1,5,0
105,9.08,9,1,8,3,0,0
84,7.5,6,0,0,3,3,0
105,6.92,2,0,9,8,2,0
83,9.47,2,1,9,2,2,0
93,6.82,2,1,9,4,5,0
110,5.81,7,0,10,9,4,0
85,5.23,4,1,3,5,5,0
90,9.28,7,0,0,3,5,0
98,6.51,8,0,2,4,5,0
96,5.3,7,0,0,8,2,0
117,7.66,3,1,7,3,0,0
88,7.45,8,1,0,10,4,0
91,6.09,5,1,1,10,2,0
89,5.76,6,1,5,4,2,0
99,8.54,8,0,4,4,4,0
95,9.56,1,0,10,7,2,0
104,7.39,6,0,5,4,1,0
60,7.6,10,1,2,2,4,0
95,8.83,8,1,9,5,4,0
100,5.72,3,0,5,7,2,0
108,8.79,8,1,5,4,4,0
70,5.4,7,1,9,3,4,0
108,5.71,4,1,2,4,1,0
88,8.93,6,1,7,6,3,0
103,9.59,9,1,8,5,1,0
98,6.37,5,0,0,2,5,0
109,5.15,7,0,3,3,0,0
112,8.99,1,0,4,6,1,0
125,6.28,4,0,1,5,2,0
83,5.63,7,0,5,6,4,0
80,6.04,7,0,4,8,0,0
109,8.89,1,0,6,8,0,0
88,4.79,6,1,5,3,2,0
98,8.55,7,0,2,2,5,0
107,9.53,2,0,0,6,3,0
109,7.75,3,0,8,10,3,0
118,6.55,6,0,3,4,0,0
90,6.04,3,0,9,3,2,0
